"asset_key","game_number","game_id","display_name","category","platforms","asset_type","size","output_path","prompt_policy","generation_status","review_status","source_generated_image"
"0074_thumb_dark_souls_remastered","74","dark_souls_remastered","Dark Souls: Remastered","Action RPG","PC","thumbnail","488x256","Assets/Thumbs/dark_souls_remastered_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2e969766d48191bd7f95b485401e33.png"
"0074_hero_dark_souls_remastered","74","dark_souls_remastered","Dark Souls: Remastered","Action RPG","PC","hero","1380x280","Assets/Heroes/dark_souls_remastered_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2e96e1263881918870d26b4a7eb9fa.png"
"0075_icon_dark_souls_ii","75","dark_souls_ii","Dark Souls II","Action RPG","PC","icon","256x256","Assets/dark_souls_ii.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2e972280508191b2a12409bcd1842e.png"
"0075_thumb_dark_souls_ii","75","dark_souls_ii","Dark Souls II","Action RPG","PC","thumbnail","488x256","Assets/Thumbs/dark_souls_ii_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2e977e6074819184d715d7d3818ee5.png"
"0075_hero_dark_souls_ii","75","dark_souls_ii","Dark Souls II","Action RPG","PC","hero","1380x280","Assets/Heroes/dark_souls_ii_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2e97c97e4081919cda9384d7e3e9a7.png"
"0076_icon_dark_souls_iii","76","dark_souls_iii","Dark Souls III","Action RPG","PC","icon","256x256","Assets/dark_souls_iii.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2e98155b008191899da5fca33bc589.png"
"0076_thumb_dark_souls_iii","76","dark_souls_iii","Dark Souls III","Action RPG","PC","thumbnail","488x256","Assets/Thumbs/dark_souls_iii_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2e98717c1c8191b0ae3cdf1df723f7.png"
"0076_hero_dark_souls_iii","76","dark_souls_iii","Dark Souls III","Action RPG","PC","hero","1380x280","Assets/Heroes/dark_souls_iii_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2e98c0b9f8819183bb6d344c9a0f3d.png"
"0077_icon_deaths_door","77","deaths_door","Death's Door","Action RPG","PC","icon","256x256","Assets/deaths_door.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eacef1344819197b1446ee35e9c1d.png"
"0077_thumb_deaths_door","77","deaths_door","Death's Door","Action RPG","PC","thumbnail","488x256","Assets/Thumbs/deaths_door_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ead7db3608191b151976b1912b92b.png"
"0077_hero_deaths_door","77","deaths_door","Death's Door","Action RPG","PC","hero","1380x280","Assets/Heroes/deaths_door_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eadcc4e8c81919ec0f057597ef95b.png"
"0078_icon_deep_rock_galactic","78","deep_rock_galactic","Deep Rock Galactic","Shooter","PC","icon","256x256","Assets/deep_rock_galactic.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eae10da788191b0f4b232e6ee0270.png"
"0078_thumb_deep_rock_galactic","78","deep_rock_galactic","Deep Rock Galactic","Shooter","PC","thumbnail","488x256","Assets/Thumbs/deep_rock_galactic_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eaec96b948191949fb1ae0d928d5a.png"
"0078_hero_deep_rock_galactic","78","deep_rock_galactic","Deep Rock Galactic","Shooter","PC","hero","1380x280","Assets/Heroes/deep_rock_galactic_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eaf2437408191b8cc7bdd1cc0542b.png"
"0079_icon_delivering_hope","79","delivering_hope","Delivering HOPE","Simulation","PC","icon","256x256","Assets/delivering_hope.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eaf743848819197b58eb67935b5c4.png"
"0079_thumb_delivering_hope","79","delivering_hope","Delivering HOPE","Simulation","PC","thumbnail","488x256","Assets/Thumbs/delivering_hope_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb0f326f48191af0b60c0406ef341.png"
"0079_hero_delivering_hope","79","delivering_hope","Delivering HOPE","Simulation","PC","hero","1380x280","Assets/Heroes/delivering_hope_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb142b8a081919bea9f9604b2e131.png"
"0080_icon_deltarune","80","deltarune","Deltarune","Indie","PC","icon","256x256","Assets/deltarune.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb2a6ef4881919652cce2f607e166.png"
"0080_thumb_deltarune","80","deltarune","Deltarune","Indie","PC","thumbnail","488x256","Assets/Thumbs/deltarune_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb30eeb2c81919a51235b3db7f1a6.png"
"0080_hero_deltarune","80","deltarune","Deltarune","Indie","PC","hero","1380x280","Assets/Heroes/deltarune_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb356707c8191951cf90b3c9bf201.png"
"0081_icon_devil_may_cry_3","81","devil_may_cry_3","Devil May Cry 3","Shooter","PC","icon","256x256","Assets/devil_may_cry_3.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb3a3b99c8191af5ca7ec388d6867.png"
"0081_thumb_devil_may_cry_3","81","devil_may_cry_3","Devil May Cry 3","Shooter","PC","thumbnail","488x256","Assets/Thumbs/devil_may_cry_3_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb408ee9c81919b9e686f5ddfe61b.png"
"0081_hero_devil_may_cry_3","81","devil_may_cry_3","Devil May Cry 3","Shooter","PC","hero","1380x280","Assets/Heroes/devil_may_cry_3_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb45c2f608191ae12bceaf78810c3.png"
"0082_icon_dicey_dungeons","82","dicey_dungeons","Dicey Dungeons","Roguelike","PC","icon","256x256","Assets/dicey_dungeons.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb6543f0c819191946a73795d07f5.png"
"0082_thumb_dicey_dungeons","82","dicey_dungeons","Dicey Dungeons","Roguelike","PC","thumbnail","488x256","Assets/Thumbs/dicey_dungeons_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb6aee37c8191898305de00b44a35.png"
"0082_hero_dicey_dungeons","82","dicey_dungeons","Dicey Dungeons","Roguelike","PC","hero","1380x280","Assets/Heroes/dicey_dungeons_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb6fc2cd08191b796d336cd40e8c4.png"
"0083_icon_diddy_kong_racing","83","diddy_kong_racing","Diddy Kong Racing","Racing","N64","icon","256x256","Assets/diddy_kong_racing.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb87679c0819184d9139ef7864157.png"
"0083_thumb_diddy_kong_racing","83","diddy_kong_racing","Diddy Kong Racing","Racing","N64","thumbnail","488x256","Assets/Thumbs/diddy_kong_racing_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb8dcc7c48191a0ca5f7d9efc9488.png"
"0083_hero_diddy_kong_racing","83","diddy_kong_racing","Diddy Kong Racing","Racing","N64","hero","1380x280","Assets/Heroes/diddy_kong_racing_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb933a8e881919b1cc3f9300ee656.png"
"0084_icon_digimon_world","84","digimon_world","Digimon World","RPG","PSX","icon","256x256","Assets/digimon_world.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb982e5bc8191b8db218d3d63763f.png"
"0084_thumb_digimon_world","84","digimon_world","Digimon World","RPG","PSX","thumbnail","488x256","Assets/Thumbs/digimon_world_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eb9d57dd48191bb5158c2b924574f.png"
"0084_hero_digimon_world","84","digimon_world","Digimon World","RPG","PSX","hero","1380x280","Assets/Heroes/digimon_world_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eba2633c48191a09ae607fe18cbe1.png"
"0085_icon_dlc_quest","85","dlc_quest","DLC Quest","PC Game","PC","icon","256x256","Assets/dlc_quest.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2eba779f908191a963009534722e52.png"
"0085_thumb_dlc_quest","85","dlc_quest","DLC Quest","PC Game","PC","thumbnail","488x256","Assets/Thumbs/dlc_quest_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ebc2847248191a56f90df2a717b8d.png"
"0085_hero_dlc_quest","85","dlc_quest","DLC Quest","PC Game","PC","hero","1380x280","Assets/Heroes/dlc_quest_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ebc9356388191af4f3eedc8224425.png"
"0086_icon_dome_keeper","86","dome_keeper","Dome Keeper","Simulation","PC","icon","256x256","Assets/dome_keeper.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ebe48b68c8191bb39c7772ca4c379.png"
"0086_thumb_dome_keeper","86","dome_keeper","Dome Keeper","Simulation","PC","thumbnail","488x256","Assets/Thumbs/dome_keeper_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ebeaa758c81919208bd98c9dc9fa5.png"
"0086_hero_dome_keeper","86","dome_keeper","Dome Keeper","Simulation","PC","hero","1380x280","Assets/Heroes/dome_keeper_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ebf05391c819182775dc6dfac874a.png"
"0087_icon_dont_starve_together","87","dont_starve_together","Don't Starve Together","Simulation","PC","icon","256x256","Assets/dont_starve_together.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ebfb397e0819195207bb09dd2e9c4.png"
"0087_thumb_dont_starve_together","87","dont_starve_together","Don't Starve Together","Simulation","PC","thumbnail","488x256","Assets/Thumbs/dont_starve_together_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec01dca088191a7ac85576554dfd9.png"
"0087_hero_dont_starve_together","87","dont_starve_together","Don't Starve Together","Simulation","PC","hero","1380x280","Assets/Heroes/dont_starve_together_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec18fdd7481918fced8ca162bffea.png"
"0088_icon_donkey_kong_64","88","donkey_kong_64","Donkey Kong 64","Platformer","N64","icon","256x256","Assets/donkey_kong_64.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec1d56ec48191910495e1f2a3b156.png"
"0088_thumb_donkey_kong_64","88","donkey_kong_64","Donkey Kong 64","Platformer","N64","thumbnail","488x256","Assets/Thumbs/donkey_kong_64_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec2257038819198ab35c340a36fb0.png"
"0088_hero_donkey_kong_64","88","donkey_kong_64","Donkey Kong 64","Platformer","N64","hero","1380x280","Assets/Heroes/donkey_kong_64_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec2775f948191aca81cccc875df4e.png"
"0089_icon_donkey_kong_country","89","donkey_kong_country","Donkey Kong Country","Platformer","SNES","icon","256x256","Assets/donkey_kong_country.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec44371048191a1c9dfb2e60c8afa.png"
"0089_thumb_donkey_kong_country","89","donkey_kong_country","Donkey Kong Country","Platformer","SNES","thumbnail","488x256","Assets/Thumbs/donkey_kong_country_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec4a764188191842c4a2abb33bd36.png"
"0089_hero_donkey_kong_country","89","donkey_kong_country","Donkey Kong Country","Platformer","SNES","hero","1380x280","Assets/Heroes/donkey_kong_country_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec4faf5308191a24661ae09ca18d1.png"
"0090_icon_donkey_kong_country_2_diddys_kong_quest","90","donkey_kong_country_2_diddys_kong_quest","Donkey Kong Country 2: Diddy's Kong Quest","Platformer","SNES","icon","256x256","Assets/donkey_kong_country_2_diddys_kong_quest.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec55001e881919bfd4dbd61dc0391.png"
"0090_thumb_donkey_kong_country_2_diddys_kong_quest","90","donkey_kong_country_2_diddys_kong_quest","Donkey Kong Country 2: Diddy's Kong Quest","Platformer","SNES","thumbnail","488x256","Assets/Thumbs/donkey_kong_country_2_diddys_kong_quest_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec5b898d481919eb247566f33a882.png"
"0090_hero_donkey_kong_country_2_diddys_kong_quest","90","donkey_kong_country_2_diddys_kong_quest","Donkey Kong Country 2: Diddy's Kong Quest","Platformer","SNES","hero","1380x280","Assets/Heroes/donkey_kong_country_2_diddys_kong_quest_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec8245ff08191bd3b46e79cc6148a.png"
"0091_icon_donkey_kong_country_3","91","donkey_kong_country_3","Donkey Kong Country 3","Platformer","PC","icon","256x256","Assets/donkey_kong_country_3.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec87c4e7481918e177db017b03924.png"
"0091_thumb_donkey_kong_country_3","91","donkey_kong_country_3","Donkey Kong Country 3","Platformer","PC","thumbnail","488x256","Assets/Thumbs/donkey_kong_country_3_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec91c55ec8191b566db6def151521.png"
"0091_hero_donkey_kong_country_3","91","donkey_kong_country_3","Donkey Kong Country 3","Platformer","PC","hero","1380x280","Assets/Heroes/donkey_kong_country_3_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ec9782c088191906278793f279541.png"
"0092_icon_doom_1993","92","doom_1993","DOOM 1993","Shooter","PC","icon","256x256","Assets/doom_1993.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ed1d7f16c8191b8b26933f3e2f747.png"
"0092_thumb_doom_1993","92","doom_1993","DOOM 1993","Shooter","PC","thumbnail","488x256","Assets/Thumbs/doom_1993_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ed2fa73f88191bcb62e11513a021a.png"
"0092_hero_doom_1993","92","doom_1993","DOOM 1993","Shooter","PC","hero","1380x280","Assets/Heroes/doom_1993_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ed2b5a4fc8191abd4b0f642cfd2a8.png"
"0093_icon_doom_ii","93","doom_ii","DOOM II","Shooter","PC","icon","256x256","Assets/doom_ii.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ed52b020c8191a58fbb1a713feade.png"
"0093_thumb_doom_ii","93","doom_ii","DOOM II","Shooter","PC","thumbnail","488x256","Assets/Thumbs/doom_ii_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ed60852ec81919f8296eb819683bf.png"
"0093_hero_doom_ii","93","doom_ii","DOOM II","Shooter","PC","hero","1380x280","Assets/Heroes/doom_ii_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ed6620fb48191a3fcf10795bf9921.png"
"0094_icon_doronko_wanko","94","doronko_wanko","DORONKO WANKO","PC Game","PC","icon","256x256","Assets/doronko_wanko.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ed8760c0c8191bd3fed6383eefd21.png"
"0094_thumb_doronko_wanko","94","doronko_wanko","DORONKO WANKO","PC Game","PC","thumbnail","488x256","Assets/Thumbs/doronko_wanko_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2edda26cb08191ac972617a63b7043.png"
"0094_hero_doronko_wanko","94","doronko_wanko","DORONKO WANKO","PC Game","PC","hero","1380x280","Assets/Heroes/doronko_wanko_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ee0068e488191bab15ae56ec7dd74.png"
"0095_icon_dracomino","95","dracomino","Dracomino","Puzzle","PC","icon","256x256","Assets/dracomino.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ee277c494819198b42e715733d768.png"
"0095_thumb_dracomino","95","dracomino","Dracomino","Puzzle","PC","thumbnail","488x256","Assets/Thumbs/dracomino_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ee2e6f988819191e642deafbd1901.png"
"0095_hero_dracomino","95","dracomino","Dracomino","Puzzle","PC","hero","1380x280","Assets/Heroes/dracomino_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ee33a1b888191bc8496849028812a.png"
"0096_icon_dragon_warrior_1","96","dragon_warrior_1","Dragon Warrior 1","RPG","NES","icon","256x256","Assets/dragon_warrior_1.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ee5e665188191bb385841211e254f.png"
"0096_thumb_dragon_warrior_1","96","dragon_warrior_1","Dragon Warrior 1","RPG","NES","thumbnail","488x256","Assets/Thumbs/dragon_warrior_1_thumb.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ee652a26c8191a382e3b8a0886590.png"
"0096_hero_dragon_warrior_1","96","dragon_warrior_1","Dragon Warrior 1","RPG","NES","hero","1380x280","Assets/Heroes/dragon_warrior_1_hero.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ee6a69edc8191959bb461bfe931c8.png"
"0097_icon_dredge","97","dredge","DREDGE","Simulation","PC","icon","256x256","Assets/dredge.png","approved-medium-risk-fanart-original-designs-no-official-assets","generated_first_batch","needs_visual_review","C:\Users\marco\.codex\generated_images\019ec0e1-272d-7041-ac83-9a7092f4ef49\ig_0c9dfb3baccf0c2d016a2ee6f7f5688191b15989861e2e49bb.png"
